16.5,94,,,,,,,,
20,94,,,,,,,,
35,94,,,,,,,,
75,94,,,,,,,,
80,94,,,,,,,,
300,94,,,,,,,,
900,94,,,,,,,,
1000,94,100,106,112,118,124,127,130,132
1100,94,,,,,,,,
3000,94,,,,,,,,
8000,94,,,,,,,,
10000,94,,,,,,,,
