Freq/Press,94,100,106,112,118,124,127,130,132,
16,32,,,,,,,,,
20,32,,,,,,,,,
35,22,,,,,,,,,
75,22,,,,,,,,,
80,22,,,,,,,,,
300,22,,,,,,,,,
900,22,,,,,,,,,
1000,22,11,5.5,2.75,1.375,0.688,0.5,0.344,0.344,
1100,22,,,,,,,,,
3000,22,,,,,,,,,
8000,22,,,,,,,,,
10000,22,,,,,,,,,
